bird_name,date,speed_2d
Eric,2014-01-11,2.050876285955142
Eric,2014-01-12,2.1992890952746365
Eric,2014-01-13,1.6743781028706681
Eric,2014-01-14,3.0744122000375427
Eric,2014-01-15,2.492848581475238
Eric,2014-01-16,3.0661429696001266
Eric,2014-01-17,2.4652873369080326
Eric,2014-01-18,3.2217111554150453
Eric,2014-01-19,3.3645349617923617
Eric,2014-01-20,1.6841995901953306
Eric,2014-01-21,2.0404880421644322
Eric,2014-01-22,2.369534205848118
Eric,2014-01-23,2.063160037198002
Eric,2014-01-24,2.4069669866095142
Eric,2014-01-25,3.0278800903585754
Eric,2014-01-26,2.45316234268165
Eric,2014-01-27,2.288019803476054
Eric,2014-01-28,2.1676825083229936
Eric,2014-01-29,1.9361088181207835
Eric,2014-01-30,1.3405493606245424
Eric,2014-01-31,2.0797470671107043
Eric,2014-02-01,1.831032543714381
Eric,2014-02-02,1.7407730701063588
Eric,2014-02-03,1.8046483081016387
Eric,2014-02-04,1.738321985075423
Eric,2014-02-05,2.173033682984161
Eric,2014-02-06,1.926802854688024
Eric,2014-02-07,2.0228496731097927
Eric,2014-02-08,1.591151223599752
Eric,2014-02-09,1.8684410764341368
Eric,2014-02-10,1.5700191342973349
Eric,2014-02-11,1.3368890484845244
Eric,2014-02-12,1.4621078565707575
Eric,2014-02-13,2.6528029149688694
Eric,2014-02-14,1.5168039684558177
Eric,2014-02-15,2.0820845351917256
Eric,2014-02-16,1.6756490472188044
Eric,2014-02-17,2.34580819981788
Eric,2014-02-18,2.4335286848840436
Eric,2014-02-19,2.252983016511179
Eric,2014-02-20,2.277553830918749
Eric,2014-02-21,2.09991977369371
Eric,2014-02-22,2.5034977211233564
Eric,2014-02-23,1.726603267713845
Eric,2014-02-24,1.8974967135400866
Eric,2014-02-25,1.6953773134753052
Eric,2014-02-26,1.9121160457070931
Eric,2014-02-27,1.5125225948764855
Eric,2014-02-28,1.6132247400265942
Eric,2014-03-01,1.6652251333818593
Eric,2014-03-02,3.0169334442667073
Eric,2014-03-03,1.7170172481911363
Eric,2014-03-04,1.9111432128554613
Eric,2014-03-05,1.9422662739220875
Eric,2014-03-06,1.849424890994474
Eric,2014-03-07,2.6508807544380524
Eric,2014-03-08,2.1177263165517637
Eric,2014-03-09,2.8707584518043627
Eric,2014-03-10,1.5566089922104012
Eric,2014-03-11,1.95867180513731
Eric,2014-03-12,1.5696907960304172
Eric,2014-03-13,1.3748702049903596
Eric,2014-03-14,2.0350169562018174
Eric,2014-03-15,1.72249871312301
Eric,2014-03-16,1.908090380822169
Eric,2014-03-17,1.5575661875295066
Eric,2014-03-18,1.6189305845552666
Eric,2014-03-19,1.5429890276911453
Eric,2014-03-20,2.3173264245785177
Eric,2014-03-21,1.8050556434594422
Eric,2014-03-22,1.6070330155539154
Eric,2014-03-23,1.6648847748711848
Eric,2014-03-24,1.5992756382629931
Eric,2014-03-25,1.8210159284712661
Eric,2014-03-26,1.920605775233141
Eric,2014-03-27,1.3901854831440992
Eric,2014-03-28,1.7811947703224311
Eric,2014-03-29,2.102538970790984
Eric,2014-03-30,6.545952417397238
Eric,2014-03-31,5.0099441919787235
Eric,2014-04-01,8.98169552525743
Eric,2014-04-02,3.194877026427212
Eric,2014-04-03,4.559829316960564
Eric,2014-04-04,9.129566043074254
Eric,2014-04-05,6.759870064206386
Eric,2014-04-06,2.941786601145458
Eric,2014-04-07,3.3612624672753344
Eric,2014-04-08,1.916802669962567
Eric,2014-04-09,2.332030984117815
Eric,2014-04-10,3.178870995766927
Eric,2014-04-11,1.753215988754707
Eric,2014-04-12,3.171043058666136
Eric,2014-04-13,2.6230303427983617
Eric,2014-04-14,1.9762869688134888
Eric,2014-04-15,2.067355271760147
Eric,2014-04-16,1.4976214030580832
Eric,2014-04-17,1.760668886391046
Eric,2014-04-18,3.1118820015232176
Eric,2014-04-19,1.2809589992209274
Eric,2014-04-20,2.97466026274793
Eric,2014-04-21,3.1478311182400973
Eric,2014-04-22,2.003168462460989
Eric,2014-04-23,1.9649350698191206
Eric,2014-04-24,2.1026243341953035
Eric,2014-04-25,2.4842772178216426
Eric,2014-04-26,2.262307662282896
Eric,2014-04-27,2.667431634251703
Eric,2014-04-28,2.1591557129663035
Eric,2014-04-29,2.3717718282951044
Eric,2014-04-30,2.548936308947008
Nico,2013-08-15,2.8569236190576146
Nico,2013-08-16,3.386386843952247
Nico,2013-08-17,3.1232100482088185
Nico,2013-08-18,2.785775611955552
Nico,2013-08-19,2.920577182109717
Nico,2013-08-20,2.730114313672782
Nico,2013-08-21,2.7590737793877778
Nico,2013-08-22,2.0205239050456347
Nico,2013-08-23,3.1522832108252326
Nico,2013-08-24,1.8406924862601015
Nico,2013-08-25,2.154902196783284
Nico,2013-08-26,2.50681781176871
Nico,2013-08-27,2.476388179898498
Nico,2013-08-28,2.462864967783937
Nico,2013-08-29,2.8239508965166005
Nico,2013-08-30,2.4457708805914544
Nico,2013-08-31,2.7251937620243525
Nico,2013-09-01,2.4800317850942797
Nico,2013-09-02,1.8769017147695561
Nico,2013-09-03,2.2769828690833367
Nico,2013-09-04,3.28244970833983
Nico,2013-09-05,2.507295992886458
Nico,2013-09-06,1.989306530728392
Nico,2013-09-07,1.8328316858655316
Nico,2013-09-08,1.857286786648106
Nico,2013-09-09,2.19893895589232
Nico,2013-09-10,2.4342537007156486
Nico,2013-09-11,2.819171622160813
Nico,2013-09-12,2.361830454851371
Nico,2013-09-13,2.7132151681212626
Nico,2013-09-14,2.885405066550485
Nico,2013-09-15,4.381003551906245
Nico,2013-09-16,2.7115618621234945
Nico,2013-09-17,1.920717411822602
Nico,2013-09-18,2.4997760992656795
Nico,2013-09-19,2.456761866671268
Nico,2013-09-20,2.85076047632805
Nico,2013-09-21,2.637315524933798
Nico,2013-09-22,2.2739449376810397
Nico,2013-09-23,1.8181018829901283
Nico,2013-09-24,2.379968764388894
Nico,2013-09-25,2.3846844870792974
Nico,2013-09-26,1.9811793166447889
Nico,2013-09-27,2.421962873878402
Nico,2013-09-28,2.2128364501790023
Nico,2013-09-29,2.5372062204154737
Nico,2013-09-30,1.9915642555549515
Nico,2013-10-01,1.920837176985718
Nico,2013-10-02,2.0864931528819186
Nico,2013-10-03,1.7637233097864637
Nico,2013-10-04,2.4410569022449566
Nico,2013-10-05,1.7106945088744705
Nico,2013-10-06,2.9032434394395756
Nico,2013-10-07,2.219875102495122
Nico,2013-10-08,1.9596786028820683
Nico,2013-10-09,2.393547876179415
Nico,2013-10-10,2.3540593493873856
Nico,2013-10-11,2.1173289824284027
Nico,2013-10-12,1.9982568851033602
Nico,2013-10-13,2.121122633093183
Nico,2013-10-14,2.709836177678285
Nico,2013-10-15,2.2248800792201027
Nico,2013-10-16,2.5102822669299707
Nico,2013-10-17,2.5294503967234157
Nico,2013-10-18,2.1243266633869506
Nico,2013-10-19,2.2487965208927294
Nico,2013-10-20,1.998498509118614
Nico,2013-10-21,1.7979708279314133
Nico,2013-10-22,2.336676664949034
Nico,2013-10-23,1.8014199957872905
Nico,2013-10-24,1.8437833243008237
Nico,2013-10-25,2.678010582991162
Nico,2013-10-26,2.059111571203171
Nico,2013-10-27,1.6103487722204706
Nico,2013-10-28,2.5666992247473956
Nico,2013-10-29,2.896594206032522
Nico,2013-10-30,2.116845202616775
Nico,2013-10-31,2.4791552817505544
Nico,2013-11-01,2.316045388072548
Nico,2013-11-02,2.9157033189840424
Nico,2013-11-03,2.748213473309925
Nico,2013-11-04,3.0445321892948813
Nico,2013-11-05,2.625959509247503
Nico,2013-11-06,3.091230985701681
Nico,2013-11-07,3.584929755899565
Nico,2013-11-08,2.4958982408783257
Nico,2013-11-09,3.292012815675835
Nico,2013-11-10,2.7942908231555985
Nico,2013-11-11,2.2751121686357423
Nico,2013-11-12,2.947896264036201
Nico,2013-11-13,2.6384332311239396
Nico,2013-11-14,2.6025062079370174
Nico,2013-11-15,10.30345190643819
Nico,2013-11-16,9.048720385800392
Nico,2013-11-17,4.248829544585187
Nico,2013-11-18,6.3544364822897395
Nico,2013-11-19,4.465679217659092
Nico,2013-11-20,4.939812255172728
Nico,2013-11-21,3.7288263869086813
Nico,2013-11-22,2.6544501408450922
Nico,2013-11-23,2.995062102657598
Nico,2013-11-24,2.9366207176276027
Nico,2013-11-25,4.614271152270926
Nico,2013-11-26,3.441496995642196
Nico,2013-11-27,3.593245069888685
Nico,2013-11-28,2.786025201821334
Nico,2013-11-29,2.1955572402406407
Nico,2013-11-30,2.430279180953983
Nico,2013-12-01,3.1645687068900985
Nico,2013-12-02,2.6854564044476037
Nico,2013-12-03,3.34533975063699
Nico,2013-12-04,2.934965272275312
Nico,2013-12-05,2.694867545197394
Nico,2013-12-06,3.449576383115939
Nico,2013-12-07,2.565184781187634
Nico,2013-12-08,3.153816659680393
Nico,2013-12-09,2.278025097369461
Nico,2013-12-10,2.3995389218267653
Nico,2013-12-11,2.417766402223789
Nico,2013-12-12,4.543084308993575
Nico,2013-12-13,4.123300711495012
Nico,2013-12-14,2.3091007025941046
Nico,2013-12-15,3.543480832112255
Nico,2013-12-16,2.9863633139471597
Nico,2013-12-17,2.6842084888101887
Nico,2013-12-18,3.4931360575041595
Nico,2013-12-19,2.902745491702397
Nico,2013-12-20,2.196800999742848
Nico,2013-12-21,2.2633450797873493
Nico,2013-12-22,2.1561862081919827
Nico,2013-12-23,2.1479019452113035
Nico,2013-12-24,2.4846617363263146
Nico,2013-12-25,2.5582416411298263
Nico,2013-12-26,2.8427293738401023
Nico,2013-12-27,3.0859714117001813
Nico,2013-12-28,2.7650367504079583
Nico,2013-12-29,2.9913684548534643
Nico,2013-12-30,3.749319415318612
Nico,2013-12-31,2.3883289626639166
Nico,2014-01-01,2.963616164665282
Nico,2014-01-02,2.2601952667369716
Nico,2014-01-03,3.3047750491417216
Nico,2014-01-04,3.347351162504061
Nico,2014-01-05,2.9442687291339498
Nico,2014-01-06,2.113353599523402
Nico,2014-01-07,2.5657942642288796
Nico,2014-01-08,3.5829042617196007
Nico,2014-01-09,2.969891989283714
Nico,2014-01-10,2.854204753653251
Nico,2014-01-11,2.4594286518109594
Nico,2014-01-12,3.5719789232519203
Nico,2014-01-13,2.738913730363919
Nico,2014-01-14,2.7622833876671944
Nico,2014-01-15,2.9096485706893036
Nico,2014-01-16,3.0603940788208313
Nico,2014-01-17,2.804448088888309
Nico,2014-01-18,2.6702144517535156
Nico,2014-01-19,2.7309240081637793
Nico,2014-01-20,2.6058208426797576
Nico,2014-01-21,2.562354437050955
Nico,2014-01-22,3.8373012762856304
Nico,2014-01-23,2.886497388081153
Nico,2014-01-24,2.7831373219059645
Nico,2014-01-25,2.6183570346074365
Nico,2014-01-26,2.3194696334354314
Nico,2014-01-27,3.6530615420445836
Nico,2014-01-28,3.012910285894385
Nico,2014-01-29,2.7873599099427975
Nico,2014-01-30,3.413858881763246
Nico,2014-01-31,1.881099700669409
Nico,2014-02-01,2.6909170791574
Nico,2014-02-02,2.1223837138089348
Nico,2014-02-03,2.1444337643135256
Nico,2014-02-04,2.5776817744358422
Nico,2014-02-05,2.414726593473137
Nico,2014-02-06,2.5193628033198916
Nico,2014-02-07,2.5697524425770295
Nico,2014-02-08,2.83225959514892
Nico,2014-02-09,2.116657745660008
Nico,2014-02-10,2.9358448928651337
Nico,2014-02-11,3.0168789471465027
Nico,2014-02-12,2.5053605213815087
Nico,2014-02-13,3.0205312073654396
Nico,2014-02-14,2.5182729334775424
Nico,2014-02-15,2.4587777613319903
Nico,2014-02-16,2.954230068420353
Nico,2014-02-17,3.047527213790458
Nico,2014-02-18,3.511093520647308
Nico,2014-02-19,2.699603150822146
Nico,2014-02-20,3.273886039300508
Nico,2014-02-21,2.2436526034742643
Nico,2014-02-22,3.0977565089186188
Nico,2014-02-23,2.887500569228455
Nico,2014-02-24,2.601301168104992
Nico,2014-02-25,2.3920946767640077
Nico,2014-02-26,3.4073228850675608
Nico,2014-02-27,2.0054873091306336
Nico,2014-02-28,2.5676594537090622
Nico,2014-03-01,2.0046911998856696
Nico,2014-03-02,2.2156251534172893
Nico,2014-03-03,2.732427839427751
Nico,2014-03-04,2.8780177299450345
Nico,2014-03-05,2.404222214007513
Nico,2014-03-06,2.847119664101435
Nico,2014-03-07,2.690563750862349
Nico,2014-03-08,2.9084316514670583
Nico,2014-03-09,2.757326400336365
Nico,2014-03-10,2.9699218854359923
Nico,2014-03-11,3.093017749525804
Nico,2014-03-12,2.7079139755733945
Nico,2014-03-13,2.853117904756428
Nico,2014-03-14,2.333892446753622
Nico,2014-03-15,2.849499841985478
Nico,2014-03-16,2.5203698758484037
Nico,2014-03-17,2.739104668388376
Nico,2014-03-18,3.46839031776332
Nico,2014-03-19,2.7307595034560945
Nico,2014-03-20,2.718992642246006
Nico,2014-03-21,2.5121760794008945
Nico,2014-03-22,3.2773529698943724
Nico,2014-03-23,2.4005398365306516
Nico,2014-03-24,3.3384994938619337
Nico,2014-03-25,2.3487878543097644
Nico,2014-03-26,2.421999043639127
Nico,2014-03-27,2.944374802618994
Nico,2014-03-28,2.8332478727084123
Nico,2014-03-29,3.550027821134975
Nico,2014-03-30,2.1768318019883064
Nico,2014-03-31,2.82463105894133
Nico,2014-04-01,3.1637234328877737
Nico,2014-04-02,2.861222326896539
Nico,2014-04-03,3.2120993489783394
Nico,2014-04-04,2.8324654508684053
Nico,2014-04-05,3.283842299344244
Nico,2014-04-06,2.8246995292432024
Nico,2014-04-07,3.4559889761258082
Nico,2014-04-08,2.9954211520610907
Nico,2014-04-09,3.780186103703504
Nico,2014-04-10,3.7034092604536717
Nico,2014-04-11,2.829536343488088
Nico,2014-04-12,3.341111499143882
Nico,2014-04-13,3.8781205074770213
Nico,2014-04-14,3.882313605249616
Nico,2014-04-15,4.4376588049335774
Nico,2014-04-16,3.3664506215540633
Nico,2014-04-17,3.7132304038384265
Nico,2014-04-18,3.7986455062325115
Nico,2014-04-19,5.061530076515484
Nico,2014-04-20,10.196981150483364
Nico,2014-04-21,7.861384816291447
Nico,2014-04-22,9.445087043041298
Nico,2014-04-23,6.384096103216434
Nico,2014-04-24,2.6745361433743775
Nico,2014-04-25,2.70516041409862
Nico,2014-04-26,2.192028202385271
Nico,2014-04-27,2.5820723372768417
Nico,2014-04-28,3.055051195973479
Nico,2014-04-29,2.7932318472826947
Nico,2014-04-30,3.297032277986145
Sanne,2013-08-15,3.3925056226231396
Sanne,2013-08-16,2.3284887289497855
Sanne,2013-08-17,2.1244649235479756
Sanne,2013-08-18,3.0647961464177738
Sanne,2013-08-19,2.542490682672419
Sanne,2013-08-20,1.5169856234201458
Sanne,2013-08-21,1.4545877525093713
Sanne,2013-08-22,1.8129622249645458
Sanne,2013-08-23,1.9072493835384667
Sanne,2013-08-24,2.239437628955664
Sanne,2013-08-25,2.2703073813933035
Sanne,2013-08-26,1.8526542539486677
Sanne,2013-08-27,2.6879766791355935
Sanne,2013-08-28,3.5852966971614912
Sanne,2013-08-29,5.633537830437585
Sanne,2013-08-30,4.237693682985141
Sanne,2013-08-31,7.915105464206308
Sanne,2013-09-01,3.9688336496372894
Sanne,2013-09-02,2.023563402683788
Sanne,2013-09-03,2.3778107349160087
Sanne,2013-09-04,2.5252639700600783
Sanne,2013-09-05,4.500263933152877
Sanne,2013-09-06,3.228436795105185
Sanne,2013-09-07,5.214725471242517
Sanne,2013-09-08,3.3937723546243626
Sanne,2013-09-09,2.1422076378766266
Sanne,2013-09-10,3.406164766904017
Sanne,2013-09-11,2.252867013680579
Sanne,2013-09-12,2.7064314784607175
Sanne,2013-09-13,3.47585001478622
Sanne,2013-09-14,3.0616139876137676
Sanne,2013-09-15,2.8645225305315156
Sanne,2013-09-16,2.8268786876830934
Sanne,2013-09-17,2.1494105661374934
Sanne,2013-09-18,3.351142750288004
Sanne,2013-09-19,2.4755009844415894
Sanne,2013-09-20,2.6200547641030436
Sanne,2013-09-21,2.379275166419438
Sanne,2013-09-22,2.605504588184109
Sanne,2013-09-23,2.3985784091202484
Sanne,2013-09-24,3.3910418301054857
Sanne,2013-09-25,4.178783790692571
Sanne,2013-09-26,1.9696211197687075
Sanne,2013-09-27,3.71897715682484
Sanne,2013-09-28,2.4817660902044176
Sanne,2013-09-29,4.216676577798859
Sanne,2013-09-30,2.401974481868361
Sanne,2013-10-01,2.7557945979844662
Sanne,2013-10-02,2.3657725116866075
Sanne,2013-10-03,2.3588582249040684
Sanne,2013-10-04,1.9751671622361535
Sanne,2013-10-05,2.3296075643861025
Sanne,2013-10-06,2.175684601334269
Sanne,2013-10-07,2.7274496647177617
Sanne,2013-10-08,1.6571695285881998
Sanne,2013-10-09,1.967878679756106
Sanne,2013-10-10,1.7599092285035804
Sanne,2013-10-11,1.96556144312054
Sanne,2013-10-12,2.512905693286003
Sanne,2013-10-13,1.5336931076793057
Sanne,2013-10-14,1.8096720410472549
Sanne,2013-10-15,1.531234437497296
Sanne,2013-10-16,1.6817400194602299
Sanne,2013-10-17,2.1123247349240466
Sanne,2013-10-18,2.6527084993736145
Sanne,2013-10-19,1.5708922961790148
Sanne,2013-10-20,1.8130038342641595
Sanne,2013-10-21,2.8246096747690683
Sanne,2013-10-22,1.736467924282666
Sanne,2013-10-23,2.1007328481262046
Sanne,2013-10-24,2.1129788487226713
Sanne,2013-10-25,1.629277742172291
Sanne,2013-10-26,1.5439500262810222
Sanne,2013-10-27,1.4396650665652053
Sanne,2013-10-28,1.6922535261617047
Sanne,2013-10-29,2.011339650290457
Sanne,2013-10-30,1.8616663254423904
Sanne,2013-10-31,1.1782972260346387
Sanne,2013-11-01,2.075786430144804
Sanne,2013-11-02,2.4476079380392752
Sanne,2013-11-03,1.9760585940277962
Sanne,2013-11-04,1.700563552456695
Sanne,2013-11-05,1.5967933963208378
Sanne,2013-11-06,2.0017212656725354
Sanne,2013-11-07,1.590818042366644
Sanne,2013-11-08,2.122991339956909
Sanne,2013-11-09,1.9551966316528226
Sanne,2013-11-10,2.1755155700050297
Sanne,2013-11-11,1.6985096432559235
Sanne,2013-11-12,2.7076131210007652
Sanne,2013-11-13,2.3959849434592186
Sanne,2013-11-14,2.040485536143283
Sanne,2013-11-15,1.2656906700033859
Sanne,2013-11-16,2.4633794898970636
Sanne,2013-11-17,1.2773006980694979
Sanne,2013-11-18,2.0460882566822693
Sanne,2013-11-19,2.0173361958789107
Sanne,2013-11-20,2.6311325691518275
Sanne,2013-11-21,1.8588630292056343
Sanne,2013-11-22,2.018079325634282
Sanne,2013-11-23,1.6664190481750656
Sanne,2013-11-24,2.349534259131186
Sanne,2013-11-25,1.865847462819202
Sanne,2013-11-26,3.060024020192591
Sanne,2013-11-27,1.7280129768334542
Sanne,2013-11-28,2.6409296854063977
Sanne,2013-11-29,2.039271001061848
Sanne,2013-11-30,1.9086448853909521
Sanne,2013-12-01,2.4014480498171196
Sanne,2013-12-02,1.8442622355859677
Sanne,2013-12-03,1.4099509077635632
Sanne,2013-12-04,1.2864073487680703
Sanne,2013-12-05,1.6691452581992106
Sanne,2013-12-06,1.4890064636902065
Sanne,2013-12-07,2.03617955204117
Sanne,2013-12-08,1.8381645778512414
Sanne,2013-12-09,1.7832851476369234
Sanne,2013-12-10,1.8883524031080665
Sanne,2013-12-11,2.091267228471801
Sanne,2013-12-12,1.7367839136166723
Sanne,2013-12-13,2.77205158661542
Sanne,2013-12-14,2.1111694016151556
Sanne,2013-12-15,1.9704149221631213
Sanne,2013-12-16,2.2387155634069664
Sanne,2013-12-17,1.9569348701118743
Sanne,2013-12-18,1.7364764083343833
Sanne,2013-12-19,1.7948021427718817
Sanne,2013-12-20,2.9259060566998705
Sanne,2013-12-21,1.8977100740112631
Sanne,2013-12-22,1.8918927287865377
Sanne,2013-12-23,1.5564282803095193
Sanne,2013-12-24,2.526079987116319
Sanne,2013-12-25,1.8770955031850658
Sanne,2013-12-26,2.10326211103377
Sanne,2013-12-27,2.496518173016198
Sanne,2013-12-28,2.164464929607011
Sanne,2013-12-29,2.6786861396937836
Sanne,2013-12-30,2.1334720048238696
Sanne,2013-12-31,3.155090832143713
Sanne,2014-01-01,2.4591929191699835
Sanne,2014-01-02,2.1577151916297015
Sanne,2014-01-03,2.1012211496721283
Sanne,2014-01-04,1.892281595731433
Sanne,2014-01-05,1.8391811303049441
Sanne,2014-01-06,1.8816799929890786
Sanne,2014-01-07,1.980177598553409
Sanne,2014-01-08,2.600440710330622
Sanne,2014-01-09,1.7866711394452433
Sanne,2014-01-10,2.46918082396789
Sanne,2014-01-11,2.5660045274212964
Sanne,2014-01-12,1.946157679868258
Sanne,2014-01-13,2.118865085298539
Sanne,2014-01-14,2.1796802564858035
Sanne,2014-01-15,2.069786592516054
Sanne,2014-01-16,1.9134902977972807
Sanne,2014-01-17,2.038075814955137
Sanne,2014-01-18,2.024643306426339
Sanne,2014-01-19,1.870374526438284
Sanne,2014-01-20,2.9293386373418917
Sanne,2014-01-21,3.089778215847615
Sanne,2014-01-22,2.798095301728402
Sanne,2014-01-23,2.281162477273457
Sanne,2014-01-24,2.4376897313191557
Sanne,2014-01-25,2.8992136935410753
Sanne,2014-01-26,2.227209016015261
Sanne,2014-01-27,2.3534268124667896
Sanne,2014-01-28,2.363740509930705
Sanne,2014-01-29,2.0640278087996182
Sanne,2014-01-30,2.7342016009400774
Sanne,2014-01-31,2.387329040938201
Sanne,2014-02-01,2.5833512276126176
Sanne,2014-02-02,2.073576484157755
Sanne,2014-02-03,2.448918810581585
Sanne,2014-02-04,2.083873936176558
Sanne,2014-02-05,2.1406833615111975
Sanne,2014-02-06,3.046478253474495
Sanne,2014-02-07,1.6543857561672692
Sanne,2014-02-08,2.2380500676173627
Sanne,2014-02-09,2.833088289888996
Sanne,2014-02-10,2.0528642001128854
Sanne,2014-02-11,2.4796917104188854
Sanne,2014-02-12,2.2199653591332904
Sanne,2014-02-13,3.351281536395188
Sanne,2014-02-14,2.1243379340027935
Sanne,2014-02-15,2.178916553413836
Sanne,2014-02-16,2.665947213748597
Sanne,2014-02-17,2.0212418419988736
Sanne,2014-02-18,3.0695280721499096
Sanne,2014-02-19,2.643918784141596
Sanne,2014-02-20,2.2945100710265174
Sanne,2014-02-21,3.175232589633528
Sanne,2014-02-22,1.9704110858287047
