date,altitude
2014-02-25,59.2962962962963
2014-02-26,3.869047619047619
2014-02-27,37.01234567901235
2014-02-28,8.083333333333334
2014-03-01,26.597560975609756
2014-03-02,37.464285714285715
2014-03-03,15.0125
2014-03-04,8.378048780487806
2014-03-05,20.878048780487806
2014-03-06,4.445783132530121
2014-03-07,21.285714285714285
2014-03-08,-18.80722891566265
2014-03-09,39.75609756097561
2014-03-10,29.71951219512195
2014-03-11,31.702380952380953
2014-03-12,12.439024390243903
2014-03-13,23.988095238095237
2014-03-14,38.01204819277108
2014-03-15,10.797619047619047
2014-03-16,7.759036144578313
2014-03-17,18.095238095238095
2014-03-18,22.734939759036145
2014-03-19,7.390243902439025
2014-03-20,1.7682926829268293
2014-03-21,52.278481012658226
2014-03-22,13.083333333333334
2014-03-23,67.44047619047619
