date,altitude
2014-02-16,20.571428571428573
2014-02-17,5.445783132530121
2014-02-18,29.42168674698795
2014-02-19,1.1585365853658536
2014-02-20,0.08641975308641975
2014-02-21,11.708860759493671
2014-02-22,15.80722891566265
2014-02-23,18.301204819277107
2014-02-24,11.096385542168674
2014-02-25,9.109756097560975
2014-02-26,29.0
2014-02-27,14.642857142857142
2014-02-28,14.44578313253012
2014-03-01,21.821428571428573
2014-03-02,10.285714285714286
2014-03-03,20.134146341463413
2014-03-04,3.2289156626506026
2014-03-05,14.0125
2014-03-06,10.710843373493976
2014-03-07,29.679012345679013
2014-03-08,12.095238095238095
2014-03-09,3.566265060240964
2014-03-10,12.228915662650602
2014-03-11,5.345679012345679
2014-03-12,-16.890243902439025
2014-03-13,9.25301204819277
2014-03-14,39.025
2014-03-15,9.096385542168674
2014-03-16,26.1125
2014-03-17,3.5060240963855422
2014-03-18,44.851851851851855
2014-03-19,9.27710843373494
2014-03-20,-10.097560975609756
2014-03-21,0.8095238095238095
2014-03-22,28.682926829268293
2014-03-23,27.1125
2014-03-24,7.011904761904762
2014-03-25,0.9285714285714286
2014-03-26,11.975903614457831
2014-03-27,4.2926829268292686
2014-03-28,9.493975903614459
2014-03-29,1.7349397590361446
2014-03-30,36.96341463414634
2014-03-31,7.719512195121951
2014-04-01,21.024390243902438
2014-04-02,16.2625
2014-04-03,1.7073170731707317
2014-04-04,87.74358974358974
2014-04-05,44.54430379746835
2014-04-06,11.385542168674698
2014-04-07,15.480519480519481
2014-04-08,-0.275
2014-04-09,25.175
2014-04-10,17.4875
2014-04-11,19.51219512195122
2014-04-12,5.8375
2014-04-13,5.04
2014-04-14,-3.7341772151898733
2014-04-15,21.31645569620253
2014-04-16,-5.5625
2014-04-17,10.736842105263158
2014-04-18,-11.012658227848101
2014-04-19,28.349397590361445
2014-04-20,231.79012345679013
2014-04-21,888.5060240963855
2014-04-22,310.2048192771084
2014-04-23,150.0793650793651
2014-04-24,9.666666666666666
2014-04-25,10.8
2014-04-26,8.254545454545454
2014-04-27,15.235294117647058
2014-04-28,14.23913043478261
2014-04-29,5.516129032258065
2014-04-30,5.0
